text,sentiment
the anti carlyfiorina unit of the clinton personal destruction force is now working 247 im sure gopdebate httpstcop0dt5s5tiy,Negative
"  marmel my mother worked
 nobody 
gopdebate",Negative
  newswriter2 so we have americans getting beheaded overseas and megynkelly is worried whether realdonaldtrump calls rosie odonnell f,Negative
gopdebate real american idol elections as auditions whose consent counts amp how decisions are made httptcobleoby7r7n,Negative
elections democracy and political debates as ente ainment  not a pa icularly sterling quality of our federal republic  gopdebate,Negative
chrischristie randpaul americans fear not people who live in fear are not free and have no libe y fear is unamerican gopdebate,Negative
  1216bj gopdebate carly fiorina dominates social media even beating out trump  fox nation httptcovueeverddy,Positive
  rachelma ina  i wonder if the gopdebate will address actual solutions for climate change and clean energy debatewithbernie,Negative
  vivigold197 realdonaldtrump misogynist ignorant xenophobic and greedy another proof that money does not buy class gopdebate go,Negative
  immigrannacion jebbush gopdebate usa seriously would you vote for any of these clowns we need cirnow ainf tntvote httptco,Negative
"  waynedupreeshow disagree all you want

gopdebate was hit job on realdonaldtrump and calculated mute job on sentedcruz realbencarso",Positive
i actually agree with andreatantaros on something she said realdonaldtrump didnt hu  himself in gopdebate and i concur,Positive
  govmikehuckabee lets take america from hope to higher ground will you help gt httptcotky8smc27y imwithhuck gopdebate http,Positive
  ambe ozer just got caught up on the gopdebate and felt like i should write a joke about it but the biggest joke of all was the whole,Negative
  joshcomers jeb makes me want to blow rails with w before we wreck his dads car gopdebate,Negative
keep religion out of politics gopdebate,Negative
what is chris cristie on about re abo ions this is absurd gopdebate,Negative
im eating lunch out and these two old ladies discussing the gopdebate is giving me life they shading shit outta christie and trump,Negative
  ali_davis tonights gopdebate was an impo ant reminder that these guys think of women as carrying cases for fetuses,Negative
  realbencarson may the lord guide my words tonight let his wisdom be my thoughts gopdebate,Positive
  squintz1983 gopdebate pretty much httptcofhg7fmg42d,Negative
  deray trump literally said that he donates to politicians and then calls them later to get what he wants he literally just said that,Negative
gopdebate none of the presidential candidates brought a fucking gom jabbar i mean at least liven up your crazy,Negative
"  govmikehuckabee he was just so eloquenthe knew what he was saying he believed what he was saying imwithhuck gopdebate
https",Positive
  thebaxterbean factcheckers proved scott walker literally lies more often than he tells the truth httptcokeoebnrwgu gopdebate ht,Negative
  pattonoswalt i want berniesanders to quietly walk out onto this stage and fivepointpalmexplodinghea  all these hollow beasts g,Negative
gopdebate debate was good once they quit throwing crap at realdonaldtrump and got substantive  candidates handled the gotcha questions,Positive
  brios82 these clowns didnt even tackle climate change they didnt mention inequality at all are you surprised gopdebate httpt,Negative
  pattonoswalt are they going to ask lenny kravitzs penis one question this is very disrespectful gopdebate,Negative
so who watched the gop debate last night and saw trump donaldtrump gopdebate realdonaldtrump trumpforpresident,Positive
"factchecking the gopdebate 
httptcon72rubxxcv
unsurprisingbutmassive levels of lies and truthstretching and general bullshittery",Negative
wonder how much of tonights megynkelly show will be about her  gopdebate foxnews,Negative
  chooseliferacer gopdebate never lose focus on the truly impo ant issues defundpp amp praytoendabo ion httptcooxiow3yjs4,Positive
  3chicspolitico trump calling megynkelly a bimbo is reprehensible this is about choosing a candidate for president not the jerry spri,Negative
"  rebleber not mentioned in the gopdebate
voting rights
climate change
gun violence
police shootings
student debt
inequality",Negative
  carlyfiorina its almost time tune into foxnews at 500 pm edt gopdebate carly2016 httptcohev7fe4hhr,Negative
this is an amazing degree of commitment to a running joke httptcovpxxlxevhi gopdebate photobomb,Positive
"  govmikehuckabee foxnews focus group he was very a iculate very relatable amp made a lot of good points imwithhuck gopdebate
h",Positive
  teatraitors gopdebate was still clown show im glad head clown trump helping destroy gop httptco88qwtnpuir,Negative
gop wants to defundpp and huckabee wants to legalize prostitution and drugs  gopdebate,Negative
favorite jeb line taking on the teachers unions and beating them sure that empowers kids disenfranchise the ones who teach em gopdebate,Negative
  britt27ash current mood re gopdebate httptcogfsnedxeoj,Negative
if the newest b52 was built in the 60s like huckabee complained doesnt that mean st ronnie should have built more gopdebate,Negative
  g_humbe son perry says he would rather send carlyfiorina to negotiate with iran than john kerry gopdebate,Negative
"not a fan of foxnews megynkelly but she deserves better than to be called bimbo by ldonaldtrump for doing her job

gopdebate uniteblue",Positive
excellent postgop debate analysis from my friend rmanning957 of limitgovt  httptcogiuogvmnnc gopdebate,Positive
  rachlwhitehurst i cant tell if these are just bad cramps or my uterus trying to flee the country as i watch the gopdebate,Negative
  kumailn and now the realization dawns on us holy shit ive been watching fox news gopdebate,Negative
hey realdonaldtrump you know who didnt whine about unfair questions carlyfiorina grow a set why dont ya gopdebate,Negative
  whoissizzle hillary spent the gopdebate with kim and kanye  this is what i love to see httptcoh9t0a4ijxx httptcokqs216nb,Positive
john kasich seems like a decent guy shame hell drowned out by the loonies in the gop gopdebate,Negative
  feministabulous my feelings about trump after gopdebate httptcobkuz2oiame,Negative
  deray in the end bingo gopdebate httptcoxul0y2qxp6,Negative
chris christie said he was appointed us attorney sept 10 2001 he was actually appointed dec 7 2001 gopdebate httptco8y8gkqtnvk,Negative
chris christie fundamentally misunderstands the 4th amendment amp got owned by randpaul over nsa httptcoxawzzrhvfi gopdebate,Negative
"  cmclymer fun fact in this pa y of super patriots not a single candidate on stage has served a day in the military

gopdebate",Negative
"  wagnergirle thank you tedcruz for speaking out on govermentca el 

makeamericagreatagain  securetheborder gopdebate httptco",Positive
whos the real illegal alien america  gopdebate  farrakhan on immigration amp the mexican bor httpstcolklffn2lfy via youtube,Negative
which candidate really likes hugs the one word that defined each ones gopdebate httptcorghrenzewi httptcorzzzg0m3p0,Positive
  imfabulous13 i assume you guys didnt boo a gay soldier this time only because the oppo unity didnt arise rsg15 gopdebate http,Negative
  hrc johnkasich said hed love his daughters if they were gay but his voting record says otherwise gopdebate httptcoqwnqmblz5d,Negative
"  marmel my mother worked
their mothers worked
your mothers worked
nobody mentioned their mothers
nobody
gopdebate",Negative
  littleladycassy gopdebate loving fiorina sma  and on point,Positive
  catie__warren as a reminder less than 3 percent of what plannedparenthood does deals with abo ions but this debate wont tell you ,Negative
  k_mcq gop base voters have been targeted by leftist terror campaigns for years amp the gop establishment relentlessly manipulates that,Negative
  milesorionfeld are you not ente ained then trump throws a severed head into the crowd gopdebate,Negative
  thatchrisgore im not really sure about president but ted cruz would make an excellent marvel villain gopdebate tedcruz marvel,Negative
  zellieimani during debates on terrorism dont expect anyone to bring up white supremacist organizations engaging in terrorism kkkor,Negative
thedailyshow jon stewa  can feel comfo able wretirement as gopdebate solved all problemspersonal amp scientific httpstcovovjmtwu5j,Negative
"donald trump reagan was a con man who couldnt deliver the goods  thinkprogress
gopdebate httptcolhmrkxwvci",Negative
gmadawny   rhondawatkgwyn imwithhuck gopdebate th2016 ccot tcot teapa y pjnet httptcoba4o0kwluu,Positive
